Chain Name,Hash,Status,Action,Token,Value,From,From Info,To,To Info
Polygon,0x0x7acbc7942d26a3d1385ab2222e35fba4b67898767bd7f11461922dbf59aff20c,Success,0x7ff36ab5,polygon,,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address,0xa5e0829caced8ffdd4de3c43696c57f7d7a678ff,QuickSwap V2: Router
Polygon,0x0x7acbc7942d26a3d1385ab2222e35fba4b67898767bd7f11461922dbf59aff20c,Success,0x7ff36ab5,ERC-20: USD Coin (PoS),,0x6e7a5fafcec6bb1e78bae2a1f0b612012bf14827,Address,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Polygon,0x0x8f56fcb9f564cebe1141c8f9fd5b860dc2d133584d17ffd2ecd1371a7f9c5a49,Success,0x7ff36ab5,polygon,,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address,0xa5e0829caced8ffdd4de3c43696c57f7d7a678ff,QuickSwap V2: Router
Polygon,0x0x8f56fcb9f564cebe1141c8f9fd5b860dc2d133584d17ffd2ecd1371a7f9c5a49,Success,0x7ff36ab5,ERC-20: USD Coin (PoS),,0x6e7a5fafcec6bb1e78bae2a1f0b612012bf14827,Address,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Polygon,0x0x25a0b43b26d2d76f60a475ce7d90676d15eb8e06b3c6dc3a019e7c4fa54b7468,Success,0x7ff36ab5,polygon,,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address,0xa5e0829caced8ffdd4de3c43696c57f7d7a678ff,QuickSwap V2: Router
Polygon,0x0x25a0b43b26d2d76f60a475ce7d90676d15eb8e06b3c6dc3a019e7c4fa54b7468,Success,0x7ff36ab5,ERC-20: USD Coin (PoS),,0x6e7a5fafcec6bb1e78bae2a1f0b612012bf14827,Address,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Polygon,0x0x55bf03e2efff59743c842f695b54af39c4f960b79ef08539411c04ce0ce50657,Success,0x729ad39e,ERC-20: ✅$PAWS Token Distribution,,0xdf2140dee6b07ae495382bc1cd446f7b328f63e3,Polygon BabyDoge: PolyBabyDoge Token,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Scroll,0x0x3e3d4d3854d1c1316719fbc904e628ac5a275c7a0b13753112b0fab9ef321c8a,Success,0x729ad39e,ERC-1155: ,,0x1e77d4d8c553f8db39b421ea7ccb43a5b7aa0e26,Contract,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Polygon,0x0x563d1bb68e0004992646491dd1759aecb2a8a7799d62d68ef0d10baa7f0475db,Success,0x7ff36ab5,polygon,,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address,0xa5e0829caced8ffdd4de3c43696c57f7d7a678ff,QuickSwap V2: Router
Polygon,0x0x563d1bb68e0004992646491dd1759aecb2a8a7799d62d68ef0d10baa7f0475db,Success,0x7ff36ab5,ERC-20: USD Coin (PoS),,0x6e7a5fafcec6bb1e78bae2a1f0b612012bf14827,Address,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Base,0x0xb50ed5e011f448bd7391c3d17baa1325f4764df8fc1391ab41fad81ebdd1cbfb,Success,Airdrop,ERC-20: ✅$UЅDС TOKEN DISTRIBUTION,,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,Circle: USDC Token,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Polygon,0x0xf4b2be350c22ecbb80149dd4863a8549192d29d4974277d94a4ce997cb5ff325,Success,0x7ff36ab5,polygon,,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address,0xa5e0829caced8ffdd4de3c43696c57f7d7a678ff,QuickSwap V2: Router
Polygon,0x0xf4b2be350c22ecbb80149dd4863a8549192d29d4974277d94a4ce997cb5ff325,Success,0x7ff36ab5,ERC-20: USD Coin (PoS),,0x6e7a5fafcec6bb1e78bae2a1f0b612012bf14827,Address,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Scroll,0x0x7d03fbb731e9c38689fc254888022464b5725b492ed74b3b811180688e70bfd1,Success,0x729ad39e,ERC-1155: ,,0x47fda298f335fc234e9b048cdd9e66b3d263bdd4,Contract,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Scroll,0x0xcecbcf372a24e6a2ba208f38a61d29852b8e4f67931ff08d966dcdd5090b7e9a,Success,0x729ad39e,ERC-1155: ,,0x3a10aa6baf3a8a2c2a07e657400e9182c5bc6702,Contract,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
Polygon,0x0x9d7b9b2216af83a35918dd684dd25ca0f019d8634fa5f52e0066352aeadcad87,Success,Transfer,polygon,,0x6321f9f02d9d56261c8c79131ae74d7b427ccaf5,Coinbase 47,0xa3ee8334aa70d4fa1d9ba5871fc14319af120cf5,Address
